Código Tipo Supuesto Urgente,Código Distrito Centro,Age_range_code,Nationality_code,Sex_code,year
40.0,1,5,0,0,2020
40.0,12,7,0,1,2020
40.0,15,7,0,1,2020
40.0,8,1,1,0,2020
40.0,2,7,0,1,2020
40.0,10,7,0,1,2020
40.0,6,7,0,0,2020
40.0,4,2,1,1,2020
40.0,6,7,0,1,2020
40.0,11,4,1,0,2020
40.0,4,7,0,0,2020
40.0,1,7,1,0,2020
40.0,20,7,0,1,2020
40.0,8,2,1,1,2020
40.0,15,7,0,1,2020
40.0,8,7,0,0,2020
40.0,18,3,0,0,2020
40.0,7,7,0,0,2020
40.0,6,7,0,1,2020
40.0,6,7,0,1,2020
40.0,8,7,0,1,2020
40.0,6,4,0,1,2020
40.0,8,7,0,0,2020
40.0,6,7,0,1,2020
40.0,6,7,0,0,2020
40.0,6,7,0,0,2020
40.0,6,7,0,0,2020
40.0,8,7,0,0,2020
40.0,8,7,0,1,2020
40.0,7,7,0,0,2020
40.0,6,4,0,1,2020
40.0,7,3,1,1,2020
40.0,9,7,0,1,2020
40.0,11,7,0,0,2020
40.0,8,7,0,1,2020
40.0,7,7,0,1,2020
40.0,7,7,0,0,2020
40.0,12,4,0,0,2020
40.0,1,7,0,1,2020
40.0,15,2,1,1,2020
40.0,7,7,0,1,2020
40.0,8,7,0,1,2020
40.0,10,7,0,1,2020
40.0,15,7,0,1,2020
40.0,2,7,0,1,2020
40.0,6,7,0,0,2020
40.0,15,4,1,1,2020
40.0,13,5,0,1,2020
40.0,6,7,0,0,2020
40.0,4,7,0,1,2020
40.0,8,7,0,0,2020
40.0,7,7,0,0,2020
40.0,9,7,0,1,2020
40.0,4,3,1,0,2020
40.0,13,5,0,0,2020
40.0,6,7,0,1,2020
40.0,13,5,0,0,2020
40.0,7,7,0,0,2020
40.0,10,4,0,0,2020
40.0,11,5,0,1,2020
40.0,13,7,0,0,2020
40.0,9,7,0,0,2020
40.0,11,7,0,1,2020
40.0,6,3,1,1,2020
40.0,8,7,0,1,2020
40.0,8,3,0,0,2020
40.0,7,7,0,0,2020
40.0,6,2,1,0,2020
40.0,7,7,0,1,2020
40.0,13,7,0,1,2020
40.0,9,7,0,0,2020
40.0,6,7,0,1,2020
40.0,6,1,1,1,2020
40.0,8,7,0,1,2020
40.0,12,7,0,0,2020
40.0,4,7,0,1,2020
40.0,2,7,0,1,2020
40.0,15,7,0,1,2020
40.0,16,3,0,0,2020
40.0,8,7,0,0,2020
40.0,10,2,1,1,2020
40.0,6,7,0,1,2020
40.0,10,7,0,1,2020
40.0,12,4,0,0,2020
40.0,8,7,0,1,2020
40.0,6,4,1,1,2020
40.0,12,7,0,1,2020
40.0,7,7,0,1,2020
40.0,4,1,1,1,2020
40.0,6,5,0,0,2020
40.0,15,7,0,1,2020
40.0,4,4,0,1,2020
40.0,10,5,0,0,2020
40.0,8,7,0,1,2020
40.0,13,7,0,1,2020
40.0,8,4,0,1,2020
40.0,8,7,0,0,2020
40.0,6,2,1,1,2020
40.0,19,2,0,1,2020
40.0,4,7,0,1,2020
40.0,13,4,0,0,2020
40.0,2,2,1,0,2020
40.0,11,7,0,1,2020
40.0,10,7,0,1,2020
40.0,4,4,1,1,2020
40.0,15,7,0,1,2020
40.0,6,7,0,1,2020
40.0,13,7,0,1,2020
40.0,7,7,0,1,2020
40.0,7,7,0,0,2020
40.0,8,7,0,0,2020
40.0,6,7,0,1,2020
40.0,4,4,1,0,2020
40.0,8,7,0,0,2020
40.0,6,7,0,0,2020
40.0,4,7,0,1,2020
40.0,7,7,0,1,2020
40.0,8,7,0,0,2020
40.0,11,7,0,1,2020
40.0,10,4,0,1,2020
40.0,7,7,0,1,2020
40.0,17,7,0,1,2020
40.0,10,7,0,1,2020
40.0,11,7,0,1,2020
40.0,7,7,0,0,2020
40.0,6,2,1,1,2020
40.0,15,7,0,1,2020
40.0,6,7,1,1,2020
40.0,13,7,0,0,2020
40.0,7,5,0,1,2020
40.0,8,7,0,0,2020
40.0,10,7,0,1,2020
40.0,6,7,0,1,2020
40.0,17,7,0,0,2020
40.0,10,7,0,1,2020
40.0,6,4,1,1,2020
40.0,10,7,0,1,2020
40.0,7,7,0,1,2020
40.0,7,7,0,1,2020
40.0,13,7,0,1,2020
40.0,8,7,0,0,2020
40.0,4,3,1,0,2020
40.0,11,2,1,1,2020
40.0,8,7,0,1,2020
40.0,4,7,0,1,2020
40.0,15,7,0,0,2020
40.0,4,1,1,1,2020
40.0,6,3,1,1,2020
40.0,13,7,0,1,2020
40.0,12,7,0,1,2020
40.0,7,7,0,1,2020
40.0,6,7,0,1,2020
40.0,8,7,1,1,2020
40.0,7,7,0,1,2020
40.0,8,4,0,1,2020
40.0,6,7,0,0,2020
40.0,7,7,0,0,2020
40.0,7,7,0,1,2020
40.0,8,7,0,1,2020
40.0,8,7,0,1,2020
40.0,17,7,0,0,2020
40.0,6,7,0,1,2020
40.0,11,5,0,0,2020
40.0,13,7,0,0,2020
40.0,17,5,1,0,2020
40.0,7,3,1,1,2020
40.0,8,7,1,0,2020
40.0,4,1,1,1,2020
40.0,17,2,1,1,2020
40.0,6,7,0,0,2020
40.0,6,7,0,0,2020
40.0,15,7,0,1,2020
40.0,7,7,0,1,2020
40.0,7,7,0,1,2020
40.0,16,3,0,1,2020
40.0,8,7,0,0,2020
40.0,13,7,0,1,2020
40.0,11,2,1,1,2020
40.0,15,7,0,0,2020
40.0,17,2,1,1,2020
40.0,17,2,1,1,2020
40.0,9,7,0,1,2020
40.0,8,4,0,1,2020
40.0,10,7,0,0,2020
40.0,11,2,1,1,2020
40.0,8,7,0,0,2020
40.0,8,7,0,1,2020
40.0,17,3,1,1,2020
40.0,8,7,0,1,2020
40.0,7,3,1,1,2020
40.0,16,7,0,1,2020
40.0,7,7,0,0,2020
40.0,7,7,0,1,2020
40.0,10,7,0,0,2020
40.0,12,7,0,1,2020
40.0,6,7,1,1,2020
40.0,6,7,0,1,2020
40.0,2,7,0,0,2020
40.0,7,7,0,1,2020
40.0,15,3,0,1,2020
40.0,6,7,0,0,2020
40.0,1,7,0,1,2020
40.0,8,4,0,0,2020
40.0,7,7,0,1,2020
40.0,6,2,1,1,2020
40.0,7,7,0,1,2020
40.0,8,7,0,1,2020
40.0,2,7,0,1,2020
40.0,7,7,0,1,2020
40.0,7,7,0,1,2020
40.0,13,7,0,0,2020
40.0,13,7,0,1,2020
40.0,6,7,0,0,2020
40.0,5,7,0,0,2020
40.0,6,7,0,1,2020
40.0,8,7,0,1,2020
40.0,6,7,0,1,2020
40.0,8,7,0,0,2020
40.0,8,7,0,1,2020
40.0,2,7,0,0,2020
40.0,10,7,0,0,2020
40.0,8,7,0,0,2020
40.0,8,5,0,1,2020
40.0,6,7,0,1,2020
40.0,11,7,0,1,2020
40.0,5,3,0,1,2020
40.0,8,7,0,0,2020
40.0,15,7,1,1,2020
40.0,2,7,0,1,2020
40.0,6,3,1,1,2020
40.0,6,7,1,1,2020
40.0,6,4,1,1,2020
40.0,10,4,0,1,2020
40.0,6,7,0,1,2020
40.0,7,2,0,1,2020
40.0,13,7,0,1,2020
40.0,8,7,0,0,2020
40.0,6,7,0,0,2020
40.0,12,7,0,1,2020
40.0,4,3,0,1,2020
40.0,4,7,0,0,2020
40.0,8,4,0,1,2020
40.0,8,7,0,1,2020
40.0,6,7,0,1,2020
40.0,7,7,0,1,2020
40.0,4,7,0,0,2020
40.0,4,7,0,1,2020
40.0,6,2,1,0,2020
40.0,8,7,0,1,2020
40.0,8,7,0,1,2020
40.0,8,7,0,0,2020
40.0,4,2,1,1,2020
40.0,6,7,0,1,2020
40.0,11,1,1,0,2020
40.0,6,7,0,0,2020
40.0,6,3,1,0,2020
40.0,7,7,0,0,2020
40.0,4,2,1,0,2020
40.0,6,7,0,0,2020
40.0,8,7,1,0,2020
40.0,1,5,0,0,2020
40.0,4,4,1,1,2020
40.0,15,7,0,1,2020
40.0,4,2,1,1,2020
40.0,4,7,0,1,2020
40.0,13,7,0,0,2020
40.0,10,7,0,1,2020
40.0,7,7,0,1,2020
40.0,17,2,1,1,2020
40.0,1,1,1,0,2020
40.0,8,7,0,0,2020
40.0,7,7,0,1,2020
40.0,7,4,1,1,2020
40.0,9,7,0,1,2020
40.0,6,7,0,0,2020
40.0,1,4,0,0,2020
40.0,6,7,0,1,2020
40.0,6,7,0,0,2020
40.0,8,2,1,1,2020
40.0,15,3,0,0,2020
40.0,9,7,0,1,2020
40.0,8,7,0,0,2020
40.0,13,1,1,1,2020
40.0,1,4,0,0,2020
40.0,1,7,0,1,2020
40.0,6,7,0,1,2020
40.0,13,7,0,1,2020
40.0,13,7,0,0,2020
40.0,7,7,0,1,2020
40.0,6,7,0,0,2020
40.0,11,7,0,1,2020
40.0,7,7,0,0,2020
40.0,7,7,0,0,2020
40.0,12,7,0,1,2020
40.0,8,3,0,1,2020
40.0,7,7,0,1,2020
40.0,6,7,0,0,2020
40.0,4,5,0,1,2020
40.0,15,3,1,0,2020
40.0,7,7,0,1,2020
40.0,8,7,0,1,2020
40.0,9,7,0,1,2020
40.0,6,3,0,1,2020
40.0,6,7,0,0,2020
40.0,4,7,0,0,2020
40.0,6,7,0,1,2020
40.0,20,7,0,0,2020
40.0,4,3,1,0,2020
40.0,9,7,0,1,2020
40.0,7,4,1,1,2020
40.0,13,5,1,1,2020
40.0,2,7,0,1,2020
40.0,11,5,0,0,2020
40.0,12,7,0,0,2020
40.0,6,7,0,0,2020
40.0,10,7,0,0,2020
40.0,4,5,1,1,2020
40.0,7,4,1,1,2020
40.0,13,7,0,0,2020
40.0,1,2,1,0,2020
40.0,7,3,1,1,2020
40.0,4,7,0,1,2020
40.0,4,3,1,0,2020
40.0,4,7,0,0,2020
40.0,6,7,0,1,2020
40.0,20,7,0,1,2020
40.0,13,7,0,0,2020
40.0,8,7,0,1,2020
40.0,1,4,0,0,2020
40.0,8,7,0,0,2020
40.0,8,7,0,1,2020
40.0,6,7,0,1,2020
40.0,15,7,0,0,2020
40.0,8,3,0,1,2020
40.0,15,7,0,0,2020
40.0,8,5,0,1,2020
40.0,4,7,0,1,2020
40.0,12,4,0,0,2020
40.0,8,7,0,1,2020
40.0,6,7,0,1,2020
40.0,10,3,0,1,2020
40.0,6,2,0,0,2020
40.0,7,7,0,1,2020
40.0,6,7,0,1,2020
40.0,10,7,0,1,2020
40.0,7,7,0,0,2020
40.0,11,7,0,1,2020
40.0,8,7,0,1,2020
40.0,12,7,0,0,2020
40.0,8,7,0,1,2020
40.0,10,7,0,0,2020
40.0,6,7,0,0,2020
40.0,1,7,0,0,2020
40.0,19,7,0,1,2020
40.0,13,3,0,1,2020
40.0,12,4,0,1,2020
40.0,6,7,0,1,2020
40.0,12,7,0,1,2020
40.0,8,7,0,1,2020
40.0,10,4,0,1,2020
40.0,8,4,0,1,2020
40.0,7,7,0,1,2020
40.0,6,7,0,1,2020
40.0,21,7,0,1,2020
40.0,6,3,0,1,2020
40.0,4,1,1,0,2020
40.0,5,7,0,1,2020
40.0,13,7,0,0,2020
40.0,8,7,0,1,2020
40.0,1,7,0,1,2020
40.0,7,7,0,1,2020
40.0,12,7,0,1,2020
40.0,12,2,1,1,2020
40.0,6,4,1,1,2020
50.0,8,3,1,1,2020
50.0,8,7,0,1,2020
50.0,6,1,1,1,2020
50.0,6,3,1,1,2020
50.0,6,3,1,1,2020
50.0,7,3,1,0,2020
50.0,6,2,1,1,2020
50.0,4,1,1,0,2020
50.0,6,3,1,1,2020
50.0,1,4,1,1,2020
50.0,6,7,0,0,2020
50.0,6,2,1,1,2020
50.0,7,3,1,1,2020
50.0,6,7,0,1,2020
50.0,6,1,1,1,2020
50.0,6,3,1,0,2020
50.0,8,5,0,1,2020
50.0,6,2,0,0,2020
50.0,6,7,0,1,2020
50.0,6,1,1,1,2020
50.0,6,2,1,0,2020
50.0,6,2,1,1,2020
50.0,6,2,0,1,2020
50.0,6,7,1,1,2020
50.0,7,2,1,1,2020
50.0,6,3,1,0,2020
50.0,8,5,0,1,2020
50.0,8,3,0,1,2020
50.0,6,3,1,0,2020
50.0,6,1,1,0,2020
50.0,7,2,0,0,2020
50.0,6,4,1,0,2020
50.0,7,1,1,0,2020
50.0,8,7,0,1,2020
50.0,6,2,1,1,2020
50.0,6,3,1,0,2020
50.0,6,4,1,0,2020
50.0,6,2,1,1,2020
50.0,6,4,1,1,2020
50.0,6,7,0,1,2020
50.0,6,4,0,0,2020
50.0,1,7,0,1,2020
50.0,6,4,1,1,2020
50.0,8,1,1,1,2020
50.0,6,7,0,1,2020
50.0,7,7,0,1,2020
50.0,7,3,1,0,2020
50.0,7,7,0,1,2020
50.0,6,2,1,1,2020
50.0,4,5,1,1,2020
50.0,6,4,1,1,2020
50.0,6,7,0,0,2020
50.0,6,2,1,1,2020
50.0,6,1,1,0,2020
50.0,13,1,1,1,2020
50.0,8,3,1,0,2020
50.0,6,3,1,1,2020
50.0,6,1,1,1,2020
50.0,7,3,1,1,2020
50.0,6,2,1,1,2020
50.0,7,2,1,1,2020
50.0,8,7,0,0,2020
50.0,6,3,0,0,2020
50.0,4,4,1,1,2020
50.0,7,1,1,1,2020
50.0,4,2,1,0,2020
50.0,8,1,1,1,2020
50.0,6,2,1,0,2020
50.0,8,3,0,1,2020
50.0,6,7,1,0,2020
50.0,8,2,0,1,2020
50.0,6,3,1,1,2020
50.0,6,3,0,1,2020
50.0,6,2,1,1,2020
50.0,7,2,1,1,2020
50.0,6,1,1,0,2020
50.0,7,3,1,0,2020
50.0,8,7,0,1,2020
50.0,6,4,1,1,2020
50.0,8,1,1,0,2020
50.0,6,7,0,0,2020
50.0,6,3,1,1,2020
50.0,6,1,1,1,2020
50.0,7,3,1,1,2020
50.0,6,5,0,1,2020
50.0,6,4,1,0,2020
50.0,6,4,1,0,2020
50.0,6,3,1,0,2020
50.0,8,2,1,1,2020
50.0,6,4,0,0,2020
50.0,7,2,1,1,2020
50.0,8,2,1,1,2020
50.0,6,7,1,0,2020
50.0,6,2,0,1,2020
50.0,6,4,1,0,2020
50.0,6,1,1,0,2020
50.0,6,2,1,1,2020
50.0,8,3,1,1,2020
50.0,7,1,0,0,2020
50.0,6,7,1,1,2020
50.0,7,1,1,1,2020
50.0,20,1,1,1,2020
50.0,13,3,1,0,2020
50.0,6,2,0,1,2020
50.0,6,7,0,1,2020
50.0,6,7,1,1,2020
50.0,6,3,0,1,2020
50.0,6,3,1,1,2020
50.0,6,4,1,0,2020
50.0,9,4,1,1,2020
50.0,6,3,1,1,2020
50.0,6,2,1,0,2020
50.0,6,2,1,1,2020
50.0,6,7,0,1,2020
50.0,7,3,1,1,2020
50.0,6,2,1,1,2020
50.0,4,3,1,1,2020
50.0,7,4,1,1,2020
50.0,19,7,0,1,2020
50.0,6,7,0,1,2020
50.0,6,3,1,0,2020
50.0,6,1,1,0,2020
50.0,8,7,1,0,2020
50.0,6,2,1,0,2020
50.0,6,4,1,1,2020
50.0,8,7,0,1,2020
50.0,6,2,1,1,2020
50.0,7,2,1,1,2020
50.0,6,3,1,0,2020
50.0,7,2,1,0,2020
50.0,6,7,0,0,2020
50.0,6,2,1,1,2020
50.0,6,3,1,0,2020
50.0,6,4,1,1,2020
50.0,7,4,1,0,2020
50.0,6,2,1,1,2020
50.0,6,3,1,1,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,7,3,1,1,2020
50.0,6,2,1,1,2020
50.0,4,7,1,1,2020
50.0,6,3,1,0,2020
50.0,6,2,1,0,2020
50.0,8,7,0,1,2020
50.0,8,2,1,1,2020
50.0,6,2,1,1,2020
50.0,8,5,0,1,2020
50.0,6,4,1,1,2020
50.0,6,4,0,1,2020
50.0,6,4,1,0,2020
50.0,8,3,1,0,2020
50.0,7,2,1,1,2020
50.0,6,2,0,1,2020
50.0,6,1,1,1,2020
50.0,8,4,0,0,2020
50.0,6,1,0,0,2020
50.0,8,4,1,1,2020
50.0,6,3,1,1,2020
50.0,8,3,1,1,2020
50.0,6,4,1,1,2020
50.0,7,2,1,1,2020
50.0,8,2,1,0,2020
50.0,6,4,1,1,2020
50.0,6,5,0,0,2020
50.0,6,7,1,1,2020
50.0,4,6,0,0,2020
50.0,6,2,1,1,2020
50.0,7,3,1,1,2020
50.0,6,3,1,1,2020
50.0,8,7,0,1,2020
50.0,6,2,1,0,2020
50.0,7,7,0,1,2020
50.0,6,4,1,1,2020
50.0,6,3,1,1,2020
50.0,7,2,1,1,2020
50.0,6,4,1,0,2020
50.0,7,5,1,1,2020
50.0,8,2,0,1,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,7,1,1,1,2020
50.0,9,4,0,1,2020
50.0,6,3,0,1,2020
50.0,7,3,1,0,2020
50.0,7,3,1,0,2020
50.0,7,4,0,0,2020
50.0,6,2,1,0,2020
50.0,6,2,1,1,2020
50.0,6,1,1,1,2020
50.0,7,2,1,1,2020
50.0,6,7,0,0,2020
50.0,6,1,1,0,2020
50.0,8,3,1,1,2020
50.0,8,2,1,1,2020
50.0,6,7,0,1,2020
50.0,6,3,0,0,2020
50.0,7,2,1,1,2020
50.0,6,7,1,1,2020
50.0,6,3,1,1,2020
50.0,6,3,0,0,2020
50.0,6,3,1,1,2020
50.0,1,3,1,1,2020
50.0,8,0,1,1,2020
50.0,6,2,1,1,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,6,4,1,0,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,7,7,0,1,2020
50.0,7,4,0,1,2020
50.0,8,7,0,0,2020
50.0,6,3,1,0,2020
50.0,7,3,1,1,2020
50.0,8,1,1,0,2020
50.0,8,4,1,1,2020
50.0,6,7,0,1,2020
50.0,4,5,1,1,2020
50.0,7,4,1,1,2020
50.0,7,2,1,0,2020
50.0,6,1,1,1,2020
50.0,7,5,1,1,2020
50.0,6,7,0,1,2020
50.0,6,2,1,1,2020
50.0,6,3,1,0,2020
50.0,8,2,1,0,2020
50.0,6,4,1,1,2020
50.0,6,1,1,1,2020
50.0,6,4,0,0,2020
50.0,7,2,0,0,2020
50.0,6,2,1,1,2020
50.0,6,3,1,0,2020
50.0,6,7,0,0,2020
50.0,4,2,1,0,2020
50.0,6,3,1,0,2020
50.0,4,4,0,1,2020
50.0,6,2,1,1,2020
50.0,6,5,0,0,2020
50.0,6,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,3,1,1,2020
50.0,8,5,1,1,2020
50.0,6,4,1,1,2020
50.0,6,7,0,0,2020
50.0,6,7,1,0,2020
50.0,6,1,1,0,2020
50.0,6,4,0,1,2020
50.0,8,3,1,1,2020
50.0,6,4,1,1,2020
50.0,9,4,1,0,2020
50.0,6,7,0,1,2020
50.0,6,2,1,1,2020
50.0,8,2,1,1,2020
50.0,6,3,1,0,2020
50.0,4,1,1,1,2020
50.0,6,2,1,1,2020
50.0,6,2,1,1,2020
50.0,6,1,1,1,2020
50.0,6,2,1,1,2020
50.0,8,1,1,1,2020
50.0,7,4,1,1,2020
50.0,6,7,0,1,2020
50.0,6,1,1,1,2020
50.0,6,1,1,1,2020
50.0,6,4,0,1,2020
50.0,6,2,1,1,2020
50.0,6,7,0,1,2020
50.0,6,4,1,1,2020
50.0,7,7,0,1,2020
50.0,6,3,0,0,2020
50.0,6,1,1,1,2020
50.0,8,7,0,1,2020
50.0,7,1,0,1,2020
50.0,6,3,0,1,2020
50.0,8,4,0,0,2020
50.0,7,1,1,1,2020
50.0,6,4,1,1,2020
50.0,7,4,1,1,2020
50.0,7,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,1,1,1,2020
50.0,6,5,1,1,2020
50.0,6,4,1,1,2020
50.0,8,2,1,0,2020
50.0,8,3,1,1,2020
50.0,4,4,0,1,2020
50.0,7,7,0,0,2020
50.0,7,1,1,1,2020
50.0,7,1,1,0,2020
50.0,4,1,1,1,2020
50.0,6,7,0,1,2020
50.0,7,3,1,1,2020
50.0,4,7,0,0,2020
50.0,6,7,0,0,2020
50.0,8,3,0,1,2020
50.0,4,4,1,1,2020
50.0,6,4,1,0,2020
50.0,7,1,0,1,2020
50.0,6,1,1,1,2020
50.0,7,3,1,1,2020
50.0,6,4,1,1,2020
50.0,6,3,1,1,2020
50.0,7,7,0,1,2020
50.0,6,3,1,1,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,11,4,0,1,2020
50.0,6,7,0,1,2020
50.0,6,5,1,1,2020
50.0,4,3,0,1,2020
50.0,6,4,1,0,2020
50.0,8,3,0,1,2020
50.0,6,4,0,1,2020
50.0,6,3,1,1,2020
50.0,6,4,1,1,2020
50.0,6,7,0,1,2020
50.0,6,4,0,1,2020
50.0,7,1,1,1,2020
50.0,6,1,0,1,2020
50.0,6,1,1,0,2020
50.0,11,3,0,0,2020
50.0,6,2,0,1,2020
50.0,7,5,1,1,2020
50.0,7,3,1,1,2020
50.0,6,1,0,1,2020
50.0,6,2,1,1,2020
50.0,8,2,0,0,2020
50.0,6,2,1,1,2020
50.0,6,2,1,1,2020
50.0,6,1,1,0,2020
50.0,6,2,1,1,2020
50.0,8,7,0,0,2020
50.0,8,3,1,1,2020
50.0,6,3,1,0,2020
50.0,6,4,1,0,2020
50.0,7,4,0,1,2020
50.0,9,1,1,1,2020
50.0,6,1,1,1,2020
50.0,6,2,1,1,2020
50.0,6,7,0,1,2020
50.0,6,4,0,0,2020
50.0,6,1,1,1,2020
50.0,7,2,1,1,2020
50.0,6,3,0,1,2020
50.0,6,3,1,1,2020
50.0,15,1,1,0,2020
50.0,6,2,1,1,2020
50.0,6,3,1,1,2020
50.0,8,7,0,1,2020
50.0,6,1,1,1,2020
50.0,7,3,0,1,2020
50.0,6,3,1,0,2020
50.0,8,1,0,0,2020
50.0,6,2,1,1,2020
50.0,7,7,0,1,2020
50.0,6,3,1,1,2020
50.0,6,5,0,1,2020
50.0,7,7,0,1,2020
50.0,6,4,1,1,2020
50.0,6,4,1,0,2020
50.0,7,7,0,1,2020
50.0,7,1,1,1,2020
50.0,8,4,1,0,2020
50.0,6,4,0,0,2020
50.0,16,2,1,1,2020
50.0,6,7,0,0,2020
50.0,6,4,0,1,2020
50.0,8,4,1,1,2020
50.0,6,3,1,1,2020
50.0,7,4,1,1,2020
50.0,6,1,1,1,2020
50.0,6,3,1,1,2020
50.0,6,3,0,1,2020
50.0,6,4,1,1,2020
50.0,6,3,1,1,2020
50.0,6,2,1,1,2020
50.0,7,2,1,1,2020
50.0,6,4,1,1,2020
50.0,6,3,1,0,2020
50.0,6,4,0,1,2020
50.0,6,7,0,0,2020
50.0,6,4,1,1,2020
50.0,11,2,1,1,2020
50.0,6,4,1,1,2020
50.0,7,7,1,0,2020
50.0,6,3,1,1,2020
50.0,8,3,1,1,2020
50.0,7,2,1,0,2020
50.0,6,2,1,1,2020
50.0,8,4,0,1,2020
50.0,6,2,1,1,2020
50.0,6,4,1,0,2020
50.0,6,2,1,1,2020
50.0,6,5,1,1,2020
50.0,8,2,1,1,2020
50.0,6,5,1,0,2020
50.0,7,1,1,1,2020
50.0,8,3,1,1,2020
50.0,6,5,1,1,2020
50.0,6,4,0,1,2020
50.0,7,7,0,1,2020
50.0,8,7,1,0,2020
50.0,6,4,1,1,2020
50.0,7,3,0,1,2020
50.0,10,7,0,0,2020
50.0,8,7,0,0,2020
50.0,7,7,1,1,2020
50.0,6,3,0,1,2020
50.0,6,4,1,0,2020
50.0,7,7,0,0,2020
50.0,6,2,1,0,2020
50.0,6,3,0,1,2020
50.0,16,3,1,1,2020
50.0,8,7,0,1,2020
50.0,6,2,1,0,2020
50.0,6,2,0,1,2020
50.0,6,3,1,1,2020
50.0,19,4,0,0,2020
50.0,8,2,1,1,2020
50.0,6,2,1,1,2020
50.0,7,2,1,0,2020
50.0,8,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,7,0,1,2020
50.0,6,7,0,1,2020
50.0,7,1,1,1,2020
50.0,6,4,1,0,2020
50.0,6,1,0,1,2020
50.0,7,3,1,1,2020
50.0,6,7,0,1,2020
50.0,8,2,1,1,2020
50.0,6,3,1,1,2020
50.0,6,4,0,1,2020
50.0,6,2,1,0,2020
50.0,6,2,1,1,2020
50.0,7,7,0,1,2020
50.0,6,4,1,1,2020
50.0,7,2,1,1,2020
50.0,18,5,1,0,2020
50.0,6,1,1,1,2020
50.0,6,2,1,1,2020
50.0,7,7,0,1,2020
50.0,7,2,1,1,2020
50.0,6,1,1,1,2020
50.0,6,4,1,1,2020
50.0,7,3,1,1,2020
50.0,6,5,0,0,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,7,5,1,1,2020
50.0,1,4,0,1,2020
50.0,6,2,1,0,2020
50.0,6,1,0,0,2020
50.0,6,3,1,0,2020
50.0,7,4,0,1,2020
50.0,4,7,0,1,2020
50.0,6,4,0,1,2020
50.0,7,7,0,1,2020
50.0,8,2,0,1,2020
50.0,6,3,1,1,2020
50.0,6,3,1,1,2020
50.0,7,4,0,1,2020
50.0,8,7,0,1,2020
50.0,8,7,0,0,2020
50.0,6,2,1,1,2020
50.0,6,3,1,0,2020
50.0,6,4,1,0,2020
50.0,6,4,1,1,2020
50.0,6,3,1,0,2020
50.0,6,2,1,1,2020
50.0,8,2,1,0,2020
50.0,7,3,1,1,2020
50.0,7,7,0,1,2020
50.0,7,1,0,0,2020
50.0,6,4,1,1,2020
50.0,6,3,1,0,2020
50.0,6,1,1,0,2020
50.0,8,3,0,0,2020
50.0,4,4,1,1,2020
50.0,8,3,1,1,2020
50.0,7,2,0,1,2020
50.0,7,3,0,1,2020
50.0,6,1,0,0,2020
50.0,6,5,1,1,2020
50.0,7,7,0,0,2020
50.0,6,2,1,0,2020
50.0,6,1,1,1,2020
50.0,6,3,0,1,2020
50.0,6,1,1,1,2020
50.0,6,7,0,1,2020
50.0,8,2,1,1,2020
50.0,13,7,0,1,2020
50.0,6,3,1,0,2020
50.0,17,1,0,1,2020
50.0,6,1,1,1,2020
50.0,6,1,1,1,2020
50.0,6,2,1,0,2020
50.0,11,7,0,0,2020
50.0,6,4,1,1,2020
50.0,8,7,0,0,2020
50.0,6,4,1,1,2020
50.0,6,2,1,1,2020
50.0,6,3,1,0,2020
50.0,6,3,1,1,2020
50.0,6,2,1,1,2020
50.0,7,1,0,1,2020
50.0,6,3,1,0,2020
50.0,6,7,0,1,2020
50.0,6,4,0,1,2020
50.0,6,2,1,0,2020
50.0,6,3,0,1,2020
50.0,4,4,0,0,2020
50.0,6,3,1,1,2020
50.0,6,2,1,1,2020
50.0,6,7,0,1,2020
50.0,6,2,1,1,2020
50.0,8,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,5,0,1,2020
50.0,6,3,1,1,2020
50.0,4,3,0,1,2020
50.0,8,3,1,1,2020
50.0,6,3,1,1,2020
50.0,6,1,1,0,2020
50.0,7,7,0,1,2020
50.0,8,1,1,0,2020
50.0,6,2,1,1,2020
50.0,6,4,0,1,2020
50.0,8,7,0,1,2020
50.0,6,7,0,1,2020
50.0,7,7,1,0,2020
50.0,6,7,0,1,2020
50.0,6,2,1,1,2020
50.0,6,3,1,1,2020
50.0,7,4,1,1,2020
50.0,8,7,0,1,2020
50.0,6,4,1,0,2020
50.0,6,1,1,1,2020
50.0,7,3,1,1,2020
50.0,6,5,0,1,2020
50.0,6,2,1,1,2020
50.0,6,3,1,1,2020
50.0,6,5,0,1,2020
50.0,6,3,1,1,2020
50.0,7,7,0,0,2020
50.0,7,7,0,1,2020
50.0,7,3,1,0,2020
50.0,6,4,0,1,2020
50.0,6,7,1,1,2020
50.0,6,2,1,1,2020
50.0,6,7,0,1,2020
50.0,6,5,1,0,2020
50.0,7,7,0,1,2020
